Time (s);Magnetic Field x (µT);Magnetic Field y (µT);Magnetic Field z (µT);Absolute field (µT)
3,774356417;-26,20154762;43,32526398;7,715023041;51,21641511
3,784420417;-25,40279198;42,95146942;7,300100327;50,43235103
3,794484417;-26,27201271;43,34402847;7,510702133;51,23801423
3,804548417;-25,91189384;43,35036469;7,325553894;51,03277477
3,814612417;-26,54038048;43,61681366;7,609312057;51,62092463
3,824675417;-25,9560833;43,31521606;7,471042633;51,0464757
3,834739417;-26,44461632;43,82972336;7,778360367;51,77707284
3,844803417;-25,95013618;43,1897049;7,299406052;50,91209587
3,854867417;-26,31268501;43,51489258;7,798881531;51,44633925
3,864931417;-26,01600456;43,16083908;7,527191162;50,95438284
3,874995417;-26,40711021;43,50990677;8,025007248;51,52521905
3,885059417;-26,00535011;43,28876495;7,701734543;51,083384
3,895123417;-26,16096687;43,5871315;7,852117538;51,43821507
3,905187417;-25,73259544;43,36798477;7,461040497;50,97661912
3,915250417;-26,52576637;43,84010315;7,752645493;51,82349311
3,925314417;-25,85913658;43,56441498;7,308374405;51,18559889
3,935378417;-26,17785454;43,94939041;7,62379837;51,71993124
3,945442417;-25,82451057;43,40694427;7,779766083;51,10374661
3,955506417;-26,54084587;43,65061188;8,114456177;51,72655813
3,965570417;-25,86028481;43,31719208;8,213750839;51,11359078
3,975634417;-26,41803932;43,73139954;8,202560425;51,7458221
3,985698417;-25,89567757;43,52180481;7,462327957;51,1900376
3,995761417;-26,46857643;43,66405487;7,966320038;51,67782388
4,005825417;-25,80475426;43,63031387;7,433570862;51,23229066
4,015889417;-26,50174141;43,97195435;7,732666016;51,91983427
4,025953417;-25,89583397;43,48056412;7,352016449;51,13908309
4,036017417;-26,5155468;43,56321335;7,582185745;51,55887237
4,046081417;-25,94613457;43,22846985;7,133419037;50,91942823
4,056145417;-26,52558708;43,58286285;7,352060318;51,54731317
4,066209417;-25,86554909;43,46196747;7,256311417;51,09425898
4,076272417;-26,29215813;43,63363266;7,618009567;51,50927633
4,086336417;-25,88757515;43,27605438;7,254423141;50,94713029
4,096400417;-26,56917381;43,4774437;7,503541946;51,50254604
4,106464417;-25,71181297;43,19008636;7,40281105;50,80632341
4,116528417;-26,34901619;43,5351944;7,517971039;51,44029251
4,126592417;-25,82039452;43,3663559;7,135643005;50,97304187
4,136656417;-26,32728004;43,51796722;7,479417801;51,40895677
4,146720417;-25,67991829;43,56020355;7,704780579;51,1499089
4,156783417;-26,11691093;43,92039871;7,62944603;51,66529693
4,166847417;-25,71491432;43,33677673;7,3598423;50,9264206
4,176911417;-26,35430717;43,99035645;7,562263489;51,83520807
4,186975417;-25,79355049;43,37765884;7,326780319;50,99617872
4,197039417;-26,40810585;43,70077515;7,78061676;51,64962536
4,207103417;-25,60395622;43,36019135;7,40631485;50,89717347
4,217167417;-26,10855675;43,29151917;7,27116394;51,07526008
4,227231417;-25,99995613;43,25923538;7,431228638;51,01551062
4,237295417;-26,57964516;43,58062744;7,616104126;51,61156524
4,247358417;-25,67790794;43,37207031;7,552204132;50,96594183
4,257422417;-26,23854637;43,71964264;7,612165451;51,55398657
4,267486417;-25,99541664;43,44704819;7,340829849;51,15951002
4,277550417;-26,46496773;43,47694397;7,567518234;51,45781288
4,287614417;-25,91782188;43,28982544;7,101900101;50,95271791
4,297678417;-26,77946663;43,5468483;7,416162491;51,65720952
4,307742417;-26,05026054;43,16496658;7,125814438;50,91765554
4,317806417;-26,44883156;43,42636108;7,460672379;51,39115838
4,327869417;-25,81538582;43,58542633;7,207395554;51,16708008
4,337933417;-26,36886406;43,8187027;7,547094345;51,69481919
4,347997417;-26,16195869;43,56395721;6,924095154;51,28556858
4,358061417;-26,70044899;43,68925095;7,208650589;51,7071491
4,368125417;-26,11657524;43,67408752;6,949407578;51,35947516
4,378189417;-26,6011219;43,95680618;7,210046768;51,88261048
4,388253417;-26,03846169;43,51429749;7,248182297;51,22530351
4,398317417;-26,74314308;43,68840027;7,366624832;51,75074088
4,408380417;-26,18066216;43,28981018;7,475524902;51,14018194
4,418444417;-26,5776844;43,55350113;7,483146667;51,56819032
4,428508417;-26,21648979;43,3889122;7,149026871;51,19580671
4,438572417;-26,52958107;43,65705872;7,459583282;51,62753946
4,448636417;-26,11198997;43,3205452;7,15912056;51,08579708
